ABUNDANCE,BIOMAS,valid_name,SAMPLE_DESC,LATITUDE,LONGITUDE,DAY,MONTH,YEAR
12,,Pseudotsuga menziesii,DFGY_MUNA_75_1947_17349,45.828277,-121.970393,1,7,1947
12,,Pseudotsuga menziesii,DFGY_MUNA_75_1953_19541,45.828277,-121.970393,1,7,1953
12,,Pseudotsuga menziesii,DFGY_MUNA_75_1959_21732,45.828277,-121.970393,1,7,1959
12,,Pseudotsuga menziesii,DFGY_MUNA_75_1965_23924,45.828277,-121.970393,1,7,1965
12,,Pseudotsuga menziesii,DFGY_MUNA_75_1971_26115,45.828277,-121.970393,1,7,1971
12,,Pseudotsuga menziesii,DFGY_MUNA_75_1977_28307,45.828277,-121.970393,1,7,1977
12,,Pseudotsuga menziesii,DFGY_MUNA_75_1983_30498,45.828277,-121.970393,1,7,1983
11,,Pseudotsuga menziesii,DFGY_MUNA_75_1991_33420,45.828277,-121.970393,1,7,1991
11,,Pseudotsuga menziesii,DFGY_MUNA_75_1998_35977,45.828277,-121.970393,1,7,1998
11,,Pseudotsuga menziesii,DFGY_MUNA_75_2004_38200,45.828277,-121.970393,1,8,2004
11,,Pseudotsuga menziesii,DFGY_MUNA_75_2009_40026,45.828277,-121.970393,1,8,2009
7,,Pseudotsuga menziesii,DFGY_MUNA_77_1947_17349,45.828277,-121.970393,1,7,1947
7,,Pseudotsuga menziesii,DFGY_MUNA_77_1953_19541,45.828277,-121.970393,1,7,1953
6,,Pseudotsuga menziesii,DFGY_MUNA_77_1959_21732,45.828277,-121.970393,1,7,1959
4,,Pseudotsuga menziesii,DFGY_MUNA_77_1965_23924,45.828277,-121.970393,1,7,1965
4,,Pseudotsuga menziesii,DFGY_MUNA_77_1971_26115,45.828277,-121.970393,1,7,1971
4,,Pseudotsuga menziesii,DFGY_MUNA_77_1977_28307,45.828277,-121.970393,1,7,1977
4,,Pseudotsuga menziesii,DFGY_MUNA_77_1983_30498,45.828277,-121.970393,1,7,1983
4,,Pseudotsuga menziesii,DFGY_MUNA_77_1991_33420,45.828277,-121.970393,1,7,1991
4,,Pseudotsuga menziesii,DFGY_MUNA_77_1998_35977,45.828277,-121.970393,1,7,1998
4,,Pseudotsuga menziesii,DFGY_MUNA_77_2004_38200,45.828277,-121.970393,1,8,2004
4,,Pseudotsuga menziesii,DFGY_MUNA_77_2009_40026,45.828277,-121.970393,1,8,2009
5,,Pseudotsuga menziesii,DFGY_MUNA_79_1947_17349,45.828277,-121.970393,1,7,1947
5,,Pseudotsuga menziesii,DFGY_MUNA_79_1953_19541,45.828277,-121.970393,1,7,1953
5,,Pseudotsuga menziesii,DFGY_MUNA_79_1959_21732,45.828277,-121.970393,1,7,1959
4,,Pseudotsuga menziesii,DFGY_MUNA_79_1965_23924,45.828277,-121.970393,1,7,1965
4,,Pseudotsuga menziesii,DFGY_MUNA_79_1971_26115,45.828277,-121.970393,1,7,1971
4,,Pseudotsuga menziesii,DFGY_MUNA_79_1977_28307,45.828277,-121.970393,1,7,1977
4,,Pseudotsuga menziesii,DFGY_MUNA_79_1983_30498,45.828277,-121.970393,1,7,1983
4,,Pseudotsuga menziesii,DFGY_MUNA_79_1991_33420,45.828277,-121.970393,1,7,1991
4,,Pseudotsuga menziesii,DFGY_MUNA_79_1998_35977,45.828277,-121.970393,1,7,1998
4,,Pseudotsuga menziesii,DFGY_MUNA_79_2004_38200,45.828277,-121.970393,1,8,2004
4,,Pseudotsuga menziesii,DFGY_MUNA_79_2009_40026,45.828277,-121.970393,1,8,2009
15,,Pseudotsuga menziesii,DFGY_MUNA_81_1947_17349,45.828277,-121.970393,1,7,1947
15,,Pseudotsuga menziesii,DFGY_MUNA_81_1953_19541,45.828277,-121.970393,1,7,1953
10,,Pseudotsuga menziesii,DFGY_MUNA_81_1959_21732,45.828277,-121.970393,1,7,1959
10,,Pseudotsuga menziesii,DFGY_MUNA_81_1965_23924,45.828277,-121.970393,1,7,1965
9,,Pseudotsuga menziesii,DFGY_MUNA_81_1971_26115,45.828277,-121.970393,1,7,1971
9,,Pseudotsuga menziesii,DFGY_MUNA_81_1977_28307,45.828277,-121.970393,1,7,1977
9,,Pseudotsuga menziesii,DFGY_MUNA_81_1983_30498,45.828277,-121.970393,1,7,1983
9,,Pseudotsuga menziesii,DFGY_MUNA_81_1991_33420,45.828277,-121.970393,1,7,1991
10,,Pseudotsuga menziesii,DFGY_MUNA_81_1998_35977,45.828277,-121.970393,1,7,1998
13,,Pseudotsuga menziesii,DFGY_MUNA_81_2004_38200,45.828277,-121.970393,1,8,2004
13,,Pseudotsuga menziesii,DFGY_MUNA_81_2009_40026,45.828277,-121.970393,1,8,2009
1,,Pinus monticola,DFGY_MUNA_85_1947_17349,45.828277,-121.970393,1,7,1947
6,,Pseudotsuga menziesii,DFGY_MUNA_85_1947_17349,45.828277,-121.970393,1,7,1947
1,,Pinus monticola,DFGY_MUNA_85_1953_19541,45.828277,-121.970393,1,7,1953
6,,Pseudotsuga menziesii,DFGY_MUNA_85_1953_19541,45.828277,-121.970393,1,7,1953
1,,Pinus monticola,DFGY_MUNA_85_1959_21732,45.828277,-121.970393,1,7,1959
6,,Pseudotsuga menziesii,DFGY_MUNA_85_1959_21732,45.828277,-121.970393,1,7,1959
6,,Pseudotsuga menziesii,DFGY_MUNA_85_1965_23924,45.828277,-121.970393,1,7,1965
6,,Pseudotsuga menziesii,DFGY_MUNA_85_1971_26115,45.828277,-121.970393,1,7,1971
6,,Pseudotsuga menziesii,DFGY_MUNA_85_1977_28307,45.828277,-121.970393,1,7,1977
6,,Pseudotsuga menziesii,DFGY_MUNA_85_1983_30498,45.828277,-121.970393,1,7,1983
6,,Pseudotsuga menziesii,DFGY_MUNA_85_1991_33420,45.828277,-121.970393,1,7,1991
6,,Pseudotsuga menziesii,DFGY_MUNA_85_1998_35977,45.828277,-121.970393,1,7,1998
6,,Pseudotsuga menziesii,DFGY_MUNA_85_2004_38200,45.828277,-121.970393,1,8,2004
6,,Pseudotsuga menziesii,DFGY_MUNA_85_2009_40026,45.828277,-121.970393,1,8,2009
3,,Pseudotsuga menziesii,DFGY_MUNA_87_1947_17349,45.828277,-121.970393,1,7,1947
3,,Pseudotsuga menziesii,DFGY_MUNA_87_1953_19541,45.828277,-121.970393,1,7,1953
3,,Pseudotsuga menziesii,DFGY_MUNA_87_1959_21732,45.828277,-121.970393,1,7,1959
3,,Pseudotsuga menziesii,DFGY_MUNA_87_1965_23924,45.828277,-121.970393,1,7,1965
3,,Pseudotsuga menziesii,DFGY_MUNA_87_1971_26115,45.828277,-121.970393,1,7,1971
3,,Pseudotsuga menziesii,DFGY_MUNA_87_1977_28307,45.828277,-121.970393,1,7,1977
3,,Pseudotsuga menziesii,DFGY_MUNA_87_1983_30498,45.828277,-121.970393,1,7,1983
3,,Pseudotsuga menziesii,DFGY_MUNA_87_1991_33420,45.828277,-121.970393,1,7,1991
3,,Pseudotsuga menziesii,DFGY_MUNA_87_1998_35977,45.828277,-121.970393,1,7,1998
3,,Pseudotsuga menziesii,DFGY_MUNA_87_2004_38200,45.828277,-121.970393,1,8,2004
3,,Pseudotsuga menziesii,DFGY_MUNA_87_2009_40026,45.828277,-121.970393,1,8,2009
4,,Pseudotsuga menziesii,DFGY_MUNA_89_1947_17349,45.828277,-121.970393,1,7,1947
4,,Pseudotsuga menziesii,DFGY_MUNA_89_1953_19541,45.828277,-121.970393,1,7,1953
4,,Pseudotsuga menziesii,DFGY_MUNA_89_1959_21732,45.828277,-121.970393,1,7,1959
2,,Pseudotsuga menziesii,DFGY_MUNA_89_1965_23924,45.828277,-121.970393,1,7,1965
2,,Pseudotsuga menziesii,DFGY_MUNA_89_1971_26115,45.828277,-121.970393,1,7,1971
1,,Pseudotsuga menziesii,DFGY_MUNA_89_1977_28307,45.828277,-121.970393,1,7,1977
1,,Pseudotsuga menziesii,DFGY_MUNA_89_1983_30498,45.828277,-121.970393,1,7,1983
1,,Pseudotsuga menziesii,DFGY_MUNA_89_1991_33420,45.828277,-121.970393,1,7,1991
1,,Pseudotsuga menziesii,DFGY_MUNA_89_1998_35977,45.828277,-121.970393,1,7,1998
1,,Pseudotsuga menziesii,DFGY_MUNA_89_2004_38200,45.828277,-121.970393,1,8,2004
1,,Pseudotsuga menziesii,DFGY_MUNA_89_2009_40026,45.828277,-121.970393,1,8,2009
11,,Pseudotsuga menziesii,DFGY_MUNA_9_1947_17349,45.828277,-121.970393,1,7,1947
11,,Pseudotsuga menziesii,DFGY_MUNA_9_1953_19541,45.828277,-121.970393,1,7,1953
11,,Pseudotsuga menziesii,DFGY_MUNA_9_1959_21732,45.828277,-121.970393,1,7,1959
11,,Pseudotsuga menziesii,DFGY_MUNA_9_1965_23924,45.828277,-121.970393,1,7,1965
11,,Pseudotsuga menziesii,DFGY_MUNA_9_1971_26115,45.828277,-121.970393,1,7,1971
10,,Pseudotsuga menziesii,DFGY_MUNA_9_1977_28307,45.828277,-121.970393,1,7,1977
10,,Pseudotsuga menziesii,DFGY_MUNA_9_1983_30498,45.828277,-121.970393,1,7,1983
10,,Pseudotsuga menziesii,DFGY_MUNA_9_1991_33420,45.828277,-121.970393,1,7,1991
10,,Pseudotsuga menziesii,DFGY_MUNA_9_1998_35977,45.828277,-121.970393,1,7,1998
10,,Pseudotsuga menziesii,DFGY_MUNA_9_2004_38200,45.828277,-121.970393,1,8,2004
10,,Pseudotsuga menziesii,DFGY_MUNA_9_2009_40026,45.828277,-121.970393,1,8,2009
4,,Pseudotsuga menziesii,DFGY_MUNA_91_1947_17349,45.828277,-121.970393,1,7,1947
4,,Pseudotsuga menziesii,DFGY_MUNA_91_1953_19541,45.828277,-121.970393,1,7,1953
4,,Pseudotsuga menziesii,DFGY_MUNA_91_1959_21732,45.828277,-121.970393,1,7,1959
4,,Pseudotsuga menziesii,DFGY_MUNA_91_1965_23924,45.828277,-121.970393,1,7,1965
4,,Pseudotsuga menziesii,DFGY_MUNA_91_1971_26115,45.828277,-121.970393,1,7,1971
4,,Pseudotsuga menziesii,DFGY_MUNA_91_1977_28307,45.828277,-121.970393,1,7,1977
4,,Pseudotsuga menziesii,DFGY_MUNA_91_1983_30498,45.828277,-121.970393,1,7,1983
4,,Pseudotsuga menziesii,DFGY_MUNA_91_1991_33420,45.828277,-121.970393,1,7,1991
3,,Pseudotsuga menziesii,DFGY_MUNA_91_1998_35977,45.828277,-121.970393,1,7,1998
2,,Pseudotsuga menziesii,DFGY_MUNA_91_2004_38200,45.828277,-121.970393,1,8,2004
2,,Pseudotsuga menziesii,DFGY_MUNA_91_2009_40026,45.828277,-121.970393,1,8,2009
1,,Pinus monticola,DFGY_MUNA_93_1947_17349,45.828277,-121.970393,1,7,1947
1,,Pinus monticola,DFGY_MUNA_93_1953_19541,45.828277,-121.970393,1,7,1953
1,,Pinus monticola,DFGY_MUNA_93_1959_21732,45.828277,-121.970393,1,7,1959
1,,Pinus monticola,DFGY_MUNA_93_1965_23924,45.828277,-121.970393,1,7,1965
1,,Pinus monticola,DFGY_MUNA_93_1971_26115,45.828277,-121.970393,1,7,1971
1,,Pinus monticola,DFGY_MUNA_93_1977_28307,45.828277,-121.970393,1,7,1977
1,,Pinus monticola,DFGY_MUNA_93_1983_30498,45.828277,-121.970393,1,7,1983
1,,Pinus monticola,DFGY_MUNA_93_1991_33420,45.828277,-121.970393,1,7,1991
1,,Pinus monticola,DFGY_MUNA_93_1998_35977,45.828277,-121.970393,1,7,1998
2,,Pseudotsuga menziesii,DFGY_MUNA_93_1998_35977,45.828277,-121.970393,1,7,1998
2,,Pseudotsuga menziesii,DFGY_MUNA_93_2004_38200,45.828277,-121.970393,1,8,2004
3,,Pseudotsuga menziesii,DFGY_MUNA_93_2009_40026,45.828277,-121.970393,1,8,2009
5,,Pseudotsuga menziesii,DFGY_MUNA_95_1947_17349,45.828277,-121.970393,1,7,1947
5,,Pseudotsuga menziesii,DFGY_MUNA_95_1953_19541,45.828277,-121.970393,1,7,1953
5,,Pseudotsuga menziesii,DFGY_MUNA_95_1959_21732,45.828277,-121.970393,1,7,1959
5,,Pseudotsuga menziesii,DFGY_MUNA_95_1965_23924,45.828277,-121.970393,1,7,1965
5,,Pseudotsuga menziesii,DFGY_MUNA_95_1971_26115,45.828277,-121.970393,1,7,1971
5,,Pseudotsuga menziesii,DFGY_MUNA_95_1977_28307,45.828277,-121.970393,1,7,1977
5,,Pseudotsuga menziesii,DFGY_MUNA_95_1983_30498,45.828277,-121.970393,1,7,1983
5,,Pseudotsuga menziesii,DFGY_MUNA_95_1991_33420,45.828277,-121.970393,1,7,1991
5,,Pseudotsuga menziesii,DFGY_MUNA_95_1998_35977,45.828277,-121.970393,1,7,1998
5,,Pseudotsuga menziesii,DFGY_MUNA_95_2004_38200,45.828277,-121.970393,1,8,2004
5,,Pseudotsuga menziesii,DFGY_MUNA_95_2009_40026,45.828277,-121.970393,1,8,2009
1,,Pinus monticola,DFGY_MUNA_97_1947_17349,45.828277,-121.970393,1,7,1947
1,,Pseudotsuga menziesii,DFGY_MUNA_97_1947_17349,45.828277,-121.970393,1,7,1947
1,,Pinus monticola,DFGY_MUNA_97_1953_19541,45.828277,-121.970393,1,7,1953
1,,Pseudotsuga menziesii,DFGY_MUNA_97_1953_19541,45.828277,-121.970393,1,7,1953
1,,Pseudotsuga menziesii,DFGY_MUNA_97_1959_21732,45.828277,-121.970393,1,7,1959
1,,Pseudotsuga menziesii,DFGY_MUNA_97_1965_23924,45.828277,-121.970393,1,7,1965
1,,Pseudotsuga menziesii,DFGY_MUNA_97_1971_26115,45.828277,-121.970393,1,7,1971
1,,Pseudotsuga menziesii,DFGY_MUNA_97_1977_28307,45.828277,-121.970393,1,7,1977
1,,Pseudotsuga menziesii,DFGY_MUNA_97_1983_30498,45.828277,-121.970393,1,7,1983
1,,Pseudotsuga menziesii,DFGY_MUNA_97_1991_33420,45.828277,-121.970393,1,7,1991
1,,Pseudotsuga menziesii,DFGY_MUNA_97_1998_35977,45.828277,-121.970393,1,7,1998
1,,Pseudotsuga menziesii,DFGY_MUNA_97_2004_38200,45.828277,-121.970393,1,8,2004
1,,Pseudotsuga menziesii,DFGY_MUNA_97_2009_40026,45.828277,-121.970393,1,8,2009
1,,Pseudotsuga menziesii,DFGY_MUNA_99_1947_17349,45.828277,-121.970393,1,7,1947
1,,Pseudotsuga menziesii,DFGY_MUNA_99_1953_19541,45.828277,-121.970393,1,7,1953
1,,Pseudotsuga menziesii,DFGY_MUNA_99_1959_21732,45.828277,-121.970393,1,7,1959
1,,Pseudotsuga menziesii,DFGY_MUNA_99_1965_23924,45.828277,-121.970393,1,7,1965
1,,Pseudotsuga menziesii,DFGY_MUNA_99_1971_26115,45.828277,-121.970393,1,7,1971
1,,Pseudotsuga menziesii,DFGY_MUNA_99_1977_28307,45.828277,-121.970393,1,7,1977
1,,Pseudotsuga menziesii,DFGY_MUNA_99_1983_30498,45.828277,-121.970393,1,7,1983
1,,Pseudotsuga menziesii,DFGY_MUNA_99_1991_33420,45.828277,-121.970393,1,7,1991
1,,Pseudotsuga menziesii,DFGY_MUNA_99_1998_35977,45.828277,-121.970393,1,7,1998
1,,Pseudotsuga menziesii,DFGY_MUNA_99_2004_38200,45.828277,-121.970393,1,8,2004
1,,Pseudotsuga menziesii,DFGY_MUNA_99_2009_40026,45.828277,-121.970393,1,8,2009
3,,Pinus monticola,DFGY_OL01_1_1926_9679,47.793853,-122.922261,1,7,1926
97,,Pseudotsuga menziesii,DFGY_OL01_1_1926_9679,47.793853,-122.922261,1,7,1926
3,,Pinus monticola,DFGY_OL01_1_1931_11505,47.793853,-122.922261,1,7,1931
98,,Pseudotsuga menziesii,DFGY_OL01_1_1931_11505,47.793853,-122.922261,1,7,1931
2,,Pinus monticola,DFGY_OL01_1_1936_13332,47.793853,-122.922261,1,7,1936
88,,Pseudotsuga menziesii,DFGY_OL01_1_1936_13332,47.793853,-122.922261,1,7,1936
2,,Pinus monticola,DFGY_OL01_1_1941_15158,47.793853,-122.922261,1,7,1941
81,,Pseudotsuga menziesii,DFGY_OL01_1_1941_15158,47.793853,-122.922261,1,7,1941
1,,Pinus monticola,DFGY_OL01_1_1946_17046,47.793853,-122.922261,1,9,1946
74,,Pseudotsuga menziesii,DFGY_OL01_1_1946_17046,47.793853,-122.922261,1,9,1946
1,,Pseudotsuga menziesii,DFGY_OL01_1_1957_20821,47.793853,-122.922261,1,1,1957
66,,Pseudotsuga menziesii,DFGY_OL01_1_1957_20852,47.793853,-122.922261,1,2,1957
5,,Pseudotsuga menziesii,DFGY_OL01_1_1963_23043,47.793853,-122.922261,1,2,1963
59,,Pseudotsuga menziesii,DFGY_OL01_1_1963_23193,47.793853,-122.922261,1,7,1963
59,,Pseudotsuga menziesii,DFGY_OL01_1_1971_26024,47.793853,-122.922261,1,4,1971
52,,Pseudotsuga menziesii,DFGY_OL01_1_1993_34243,47.793853,-122.922261,1,10,1993
45,,Pseudotsuga menziesii,DFGY_OL01_1_1999_36281,47.793853,-122.922261,1,5,1999
43,,Pseudotsuga menziesii,DFGY_OL01_1_2004_38108,47.793853,-122.922261,1,5,2004
43,,Pseudotsuga menziesii,DFGY_OL01_1_2009_40057,47.793853,-122.922261,1,9,2009
1,,Pinus monticola,DFGY_OL01_2_1926_9679,47.793853,-122.922261,1,7,1926
116,,Pseudotsuga menziesii,DFGY_OL01_2_1926_9679,47.793853,-122.922261,1,7,1926
1,,Pinus monticola,DFGY_OL01_2_1931_11505,47.793853,-122.922261,1,7,1931
116,,Pseudotsuga menziesii,DFGY_OL01_2_1931_11505,47.793853,-122.922261,1,7,1931
1,,Pinus monticola,DFGY_OL01_2_1936_13332,47.793853,-122.922261,1,7,1936
108,,Pseudotsuga menziesii,DFGY_OL01_2_1936_13332,47.793853,-122.922261,1,7,1936
96,,Pseudotsuga menziesii,DFGY_OL01_2_1941_15158,47.793853,-122.922261,1,7,1941
84,,Pseudotsuga menziesii,DFGY_OL01_2_1946_17046,47.793853,-122.922261,1,9,1946
2,,Pseudotsuga menziesii,DFGY_OL01_2_1957_20821,47.793853,-122.922261,1,1,1957
76,,Pseudotsuga menziesii,DFGY_OL01_2_1957_20852,47.793853,-122.922261,1,2,1957
5,,Pseudotsuga menziesii,DFGY_OL01_2_1963_23043,47.793853,-122.922261,1,2,1963
63,,Pseudotsuga menziesii,DFGY_OL01_2_1963_23193,47.793853,-122.922261,1,7,1963
63,,Pseudotsuga menziesii,DFGY_OL01_2_1971_26024,47.793853,-122.922261,1,4,1971
51,,Pseudotsuga menziesii,DFGY_OL01_2_1993_34243,47.793853,-122.922261,1,10,1993
41,,Pseudotsuga menziesii,DFGY_OL01_2_1999_36281,47.793853,-122.922261,1,5,1999
39,,Pseudotsuga menziesii,DFGY_OL01_2_2004_38108,47.793853,-122.922261,1,5,2004
36,,Pseudotsuga menziesii,DFGY_OL01_2_2009_40057,47.793853,-122.922261,1,9,2009
72,,Pseudotsuga menziesii,DFGY_OL01_3_1926_9679,47.793853,-122.922261,1,7,1926
72,,Pseudotsuga menziesii,DFGY_OL01_3_1931_11505,47.793853,-122.922261,1,7,1931
64,,Pseudotsuga menziesii,DFGY_OL01_3_1936_13332,47.793853,-122.922261,1,7,1936
58,,Pseudotsuga menziesii,DFGY_OL01_3_1941_15158,47.793853,-122.922261,1,7,1941
53,,Pseudotsuga menziesii,DFGY_OL01_3_1946_17046,47.793853,-122.922261,1,9,1946
1,,Pseudotsuga menziesii,DFGY_OL01_3_1957_20821,47.793853,-122.922261,1,1,1957
47,,Pseudotsuga menziesii,DFGY_OL01_3_1957_20852,47.793853,-122.922261,1,2,1957
3,,Pseudotsuga menziesii,DFGY_OL01_3_1963_23043,47.793853,-122.922261,1,2,1963
40,,Pseudotsuga menziesii,DFGY_OL01_3_1963_23193,47.793853,-122.922261,1,7,1963
40,,Pseudotsuga menziesii,DFGY_OL01_3_1971_26024,47.793853,-122.922261,1,4,1971
38,,Pseudotsuga menziesii,DFGY_OL01_3_1993_34243,47.793853,-122.922261,1,10,1993
30,,Pseudotsuga menziesii,DFGY_OL01_3_1999_36281,47.793853,-122.922261,1,5,1999
27,,Pseudotsuga menziesii,DFGY_OL01_3_2004_38108,47.793853,-122.922261,1,5,2004
25,,Pseudotsuga menziesii,DFGY_OL01_3_2009_40057,47.793853,-122.922261,1,9,2009
2,,Pinus monticola,DFGY_OL01_4_1926_9679,47.793853,-122.922261,1,7,1926
92,,Pseudotsuga menziesii,DFGY_OL01_4_1926_9679,47.793853,-122.922261,1,7,1926
2,,Pinus monticola,DFGY_OL01_4_1931_11505,47.793853,-122.922261,1,7,1931
92,,Pseudotsuga menziesii,DFGY_OL01_4_1931_11505,47.793853,-122.922261,1,7,1931
2,,Pinus monticola,DFGY_OL01_4_1936_13332,47.793853,-122.922261,1,7,1936
84,,Pseudotsuga menziesii,DFGY_OL01_4_1936_13332,47.793853,-122.922261,1,7,1936
2,,Pinus monticola,DFGY_OL01_4_1941_15158,47.793853,-122.922261,1,7,1941
78,,Pseudotsuga menziesii,DFGY_OL01_4_1941_15158,47.793853,-122.922261,1,7,1941
68,,Pseudotsuga menziesii,DFGY_OL01_4_1946_17046,47.793853,-122.922261,1,9,1946
4,,Pseudotsuga menziesii,DFGY_OL01_4_1957_20821,47.793853,-122.922261,1,1,1957
59,,Pseudotsuga menziesii,DFGY_OL01_4_1957_20852,47.793853,-122.922261,1,2,1957
5,,Pseudotsuga menziesii,DFGY_OL01_4_1963_23043,47.793853,-122.922261,1,2,1963
53,,Pseudotsuga menziesii,DFGY_OL01_4_1963_23193,47.793853,-122.922261,1,7,1963
53,,Pseudotsuga menziesii,DFGY_OL01_4_1971_26024,47.793853,-122.922261,1,4,1971
48,,Pseudotsuga menziesii,DFGY_OL01_4_1993_34243,47.793853,-122.922261,1,10,1993
42,,Pseudotsuga menziesii,DFGY_OL01_4_1999_36281,47.793853,-122.922261,1,5,1999
40,,Pseudotsuga menziesii,DFGY_OL01_4_2004_38108,47.793853,-122.922261,1,5,2004
39,,Pseudotsuga menziesii,DFGY_OL01_4_2009_40057,47.793853,-122.922261,1,9,2009
76,,Pseudotsuga menziesii,DFGY_OL02_1_1926_9679,47.793517,-122.922764,1,7,1926
76,,Pseudotsuga menziesii,DFGY_OL02_1_1931_11505,47.793517,-122.922764,1,7,1931
68,,Pseudotsuga menziesii,DFGY_OL02_1_1936_13332,47.793517,-122.922764,1,7,1936
62,,Pseudotsuga menziesii,DFGY_OL02_1_1941_15158,47.793517,-122.922764,1,7,1941
54,,Pseudotsuga menziesii,DFGY_OL02_1_1946_17046,47.793517,-122.922764,1,9,1946
5,,Pseudotsuga menziesii,DFGY_OL02_1_1957_20821,47.793517,-122.922764,1,1,1957
46,,Pseudotsuga menziesii,DFGY_OL02_1_1957_20852,47.793517,-122.922764,1,2,1957
5,,Pseudotsuga menziesii,DFGY_OL02_1_1963_23043,47.793517,-122.922764,1,2,1963
39,,Pseudotsuga menziesii,DFGY_OL02_1_1963_23193,47.793517,-122.922764,1,7,1963
39,,Pseudotsuga menziesii,DFGY_OL02_1_1971_26024,47.793517,-122.922764,1,4,1971
35,,Pseudotsuga menziesii,DFGY_OL02_1_1993_34243,47.793517,-122.922764,1,10,1993
21,,Pseudotsuga menziesii,DFGY_OL02_1_1999_36281,47.793517,-122.922764,1,5,1999
20,,Pseudotsuga menziesii,DFGY_OL02_1_2003_37895,47.793517,-122.922764,1,10,2003
19,,Pseudotsuga menziesii,DFGY_OL02_1_2009_40057,47.793517,-122.922764,1,9,2009
87,,Pseudotsuga menziesii,DFGY_OL02_2_1926_9679,47.793517,-122.922764,1,7,1926
87,,Pseudotsuga menziesii,DFGY_OL02_2_1931_11505,47.793517,-122.922764,1,7,1931
83,,Pseudotsuga menziesii,DFGY_OL02_2_1936_13332,47.793517,-122.922764,1,7,1936
79,,Pseudotsuga menziesii,DFGY_OL02_2_1941_15158,47.793517,-122.922764,1,7,1941
73,,Pseudotsuga menziesii,DFGY_OL02_2_1946_17046,47.793517,-122.922764,1,9,1946
8,,Pseudotsuga menziesii,DFGY_OL02_2_1957_20821,47.793517,-122.922764,1,1,1957
60,,Pseudotsuga menziesii,DFGY_OL02_2_1957_20852,47.793517,-122.922764,1,2,1957
9,,Pseudotsuga menziesii,DFGY_OL02_2_1963_23043,47.793517,-122.922764,1,2,1963
42,,Pseudotsuga menziesii,DFGY_OL02_2_1963_23193,47.793517,-122.922764,1,7,1963
42,,Pseudotsuga menziesii,DFGY_OL02_2_1971_26024,47.793517,-122.922764,1,4,1971
32,,Pseudotsuga menziesii,DFGY_OL02_2_1993_34243,47.793517,-122.922764,1,10,1993
14,,Pseudotsuga menziesii,DFGY_OL02_2_1999_36281,47.793517,-122.922764,1,5,1999
1,,Pseudotsuga menziesii,DFGY_OL02_2_1999_36434,47.793517,-122.922764,1,10,1999
12,,Pseudotsuga menziesii,DFGY_OL02_2_2003_37895,47.793517,-122.922764,1,10,2003
11,,Pseudotsuga menziesii,DFGY_OL02_2_2009_40057,47.793517,-122.922764,1,9,2009
2,,Pinus monticola,DFGY_OL02_3_1926_9679,47.793517,-122.922764,1,7,1926
90,,Pseudotsuga menziesii,DFGY_OL02_3_1926_9679,47.793517,-122.922764,1,7,1926
2,,Pinus monticola,DFGY_OL02_3_1931_11505,47.793517,-122.922764,1,7,1931
90,,Pseudotsuga menziesii,DFGY_OL02_3_1931_11505,47.793517,-122.922764,1,7,1931
2,,Pinus monticola,DFGY_OL02_3_1936_13332,47.793517,-122.922764,1,7,1936
80,,Pseudotsuga menziesii,DFGY_OL02_3_1936_13332,47.793517,-122.922764,1,7,1936
1,,Pinus monticola,DFGY_OL02_3_1941_15158,47.793517,-122.922764,1,7,1941
75,,Pseudotsuga menziesii,DFGY_OL02_3_1941_15158,47.793517,-122.922764,1,7,1941
69,,Pseudotsuga menziesii,DFGY_OL02_3_1946_17046,47.793517,-122.922764,1,9,1946
1,,Pseudotsuga menziesii,DFGY_OL02_3_1957_20821,47.793517,-122.922764,1,1,1957
63,,Pseudotsuga menziesii,DFGY_OL02_3_1957_20852,47.793517,-122.922764,1,2,1957
6,,Pseudotsuga menziesii,DFGY_OL02_3_1963_23043,47.793517,-122.922764,1,2,1963
54,,Pseudotsuga menziesii,DFGY_OL02_3_1963_23193,47.793517,-122.922764,1,7,1963
54,,Pseudotsuga menziesii,DFGY_OL02_3_1971_26024,47.793517,-122.922764,1,4,1971
1,,Pseudotsuga menziesii,DFGY_OL02_3_1993_34151,47.793517,-122.922764,1,7,1993
43,,Pseudotsuga menziesii,DFGY_OL02_3_1993_34243,47.793517,-122.922764,1,10,1993
22,,Pseudotsuga menziesii,DFGY_OL02_3_1999_36281,47.793517,-122.922764,1,5,1999
1,,Pseudotsuga menziesii,DFGY_OL02_3_1999_36342,47.793517,-122.922764,1,7,1999
2,,Pseudotsuga menziesii,DFGY_OL02_3_1999_36434,47.793517,-122.922764,1,10,1999
1,,Pseudotsuga menziesii,DFGY_OL02_3_2003_37803,47.793517,-122.922764,1,7,2003
18,,Pseudotsuga menziesii,DFGY_OL02_3_2003_37895,47.793517,-122.922764,1,10,2003
18,,Pseudotsuga menziesii,DFGY_OL02_3_2009_40057,47.793517,-122.922764,1,9,2009
1,,Pinus monticola,DFGY_OL02_4_1926_9679,47.793517,-122.922764,1,7,1926
98,,Pseudotsuga menziesii,DFGY_OL02_4_1926_9679,47.793517,-122.922764,1,7,1926
1,,Pinus monticola,DFGY_OL02_4_1931_11505,47.793517,-122.922764,1,7,1931
98,,Pseudotsuga menziesii,DFGY_OL02_4_1931_11505,47.793517,-122.922764,1,7,1931
1,,Pinus monticola,DFGY_OL02_4_1936_13332,47.793517,-122.922764,1,7,1936
